Housing ID,price,area,bedrooms,bathrooms,stories,mainroad,Mainroad1,guestroom,Guestroom1,basement,basement1,hotwaterheating,Hotwaterheating2,airconditioning,Airconditioning3,parking,prefarea,Prefarea1,furnishingstatus
Housing id -16138,10343528.06628675,6550.718856406691,4.7570357366006775,2.6409470724813637,1.4709630859018825,no,0,yes,1,yes,1,no,0,yes,1,2.031825471163923,no,0,semi-furnished
Housing id -16139,7034110.9286959525,3636.7131760236007,2.4292536140877865,1.1552826417309041,2.8712091609716186,no,0,yes,1,no,0,no,0,yes,1,2.2375630846181105,no,0,semi-furnished
Housing id -16140,11787275.904631458,6844.206683848282,4.450200190439627,2.5926633904928984,2.395093818268704,yes,1,no,0,no,0,yes,1,no,0,2.0717441918220167,yes,1,semi-furnished
Housing id -16141,2843602.2899348643,12393.922712823633,5.8320574822367615,3.6897823645941568,3.5275381791741607,no,0,yes,1,no,0,no,0,yes,1,0.03906254852031554,no,0,furnished
Housing id -16142,3602892.184913225,12338.440204659224,1.5653160897346654,3.1400659741601085,1.5538464364447861,no,0,yes,1,no,0,no,0,no,0,2.740374584709799,no,0,unfurnished
Housing id -16143,8621021.829780975,1701.8047860852043,1.4158508951778712,2.6897543609721923,1.2431873130893552,yes,1,yes,1,yes,1,yes,1,yes,1,1.263630243550053,no,0,semi-furnished
Housing id -16144,9746611.972392214,8871.090287250154,5.391189662806059,1.5495938067743449,1.6734975142137716,no,0,yes,1,yes,1,yes,1,no,0,2.407623091918886,no,0,furnished
Housing id -16145,11180237.65102407,11996.456124492466,5.387163930834131,1.0001281202240693,3.054413723023627,yes,1,yes,1,no,0,yes,1,no,0,2.3714341723217434,yes,1,furnished
Housing id -16146,11361219.941301202,16042.542880020446,4.763469491668591,1.439515167068051,2.6435518227320456,no,0,yes,1,yes,1,no,0,no,0,1.9826487403824269,yes,1,semi-furnished
Housing id -16147,4487825.766507415,2432.349017348061,4.305860348061248,2.947925415054432,3.7598650614547307,no,0,no,0,yes,1,no,0,no,0,1.5246032487342795,no,0,unfurnished
Housing id -16148,7559785.648830692,5977.627368394457,4.906870728637433,2.6620287918924213,3.330296574963681,no,0,yes,1,yes,1,no,0,no,0,0.32175281226076513,yes,1,unfurnished
Housing id -16149,3323781.5316407843,7340.233942736452,5.399461953989511,1.1203117529841586,1.9879478006597442,no,0,yes,1,yes,1,no,0,no,0,1.9789454113815883,no,0,unfurnished
Housing id -16150,11927603.450250207,11740.210499172079,3.781906746253684,3.571001803598549,2.81781193265242,no,0,yes,1,no,0,no,0,no,0,0.10090349253378672,yes,1,furnished
Housing id -16151,2031257.1273341067,8941.966190320192,1.1293421210245378,3.8608536924361982,3.68992467926522,no,0,yes,1,no,0,yes,1,yes,1,0.9035696506569714,no,0,unfurnished
Housing id -16152,1750112.5793587388,10967.96226476037,3.949248420731219,1.0697529490848896,2.2931135036130064,no,0,yes,1,yes,1,yes,1,no,0,0.30087139138061003,no,0,unfurnished
Housing id -16153,11854852.85226476,14223.413241575197,3.977967688809623,1.933656450711932,3.9294515779546755,no,0,no,0,yes,1,yes,1,yes,1,2.80436424615335,yes,1,unfurnished
Housing id -16154,13205433.58755083,3836.232763015355,4.659067388060302,3.4877027898468866,1.3003548604396853,no,0,no,0,no,0,yes,1,yes,1,1.3793559086125675,yes,1,unfurnished
Housing id -16155,6163527.266280786,2561.3049345177315,4.8721220019258755,1.593652801906864,1.380483780956292,no,0,yes,1,yes,1,yes,1,yes,1,0.2435559147545996,no,0,unfurnished
Housing id -16156,7085445.556995324,9507.027249007459,5.731590709306182,2.1879121624568905,3.3937481824564677,yes,1,no,0,yes,1,no,0,yes,1,0.5193303230236125,yes,1,furnished
Housing id -16157,7127904.938589614,12909.585486453423,2.6558928247474194,3.532965107369291,3.287353918764596,no,0,yes,1,no,0,no,0,no,0,2.205181364635714,yes,1,semi-furnished
Housing id -16158,6873616.027048938,15660.054938263414,2.841241044827535,2.8261964242899027,2.909733426315992,yes,1,yes,1,no,0,yes,1,yes,1,1.4915705514937518,no,0,furnished
Housing id -16159,9177869.415604685,3900.1953567477462,4.369512231442571,2.1846097421224293,3.9082046625150424,no,0,yes,1,no,0,yes,1,no,0,0.4543156300941512,yes,1,furnished
Housing id -16160,4870605.248399904,4456.581819735798,4.246347779028797,3.063406651451411,3.482786978545368,yes,1,no,0,no,0,yes,1,no,0,2.4698160394177195,no,0,semi-furnished
Housing id -16161,4706308.124014745,8825.080613700782,5.355825536823652,1.7371468779158468,2.062172329209702,yes,1,no,0,no,0,yes,1,yes,1,1.4714310893384925,yes,1,furnished
Housing id -16162,5726240.076683071,10798.804479389037,2.8671713435010484,2.911047187065966,3.4435734284169612,no,0,yes,1,no,0,no,0,yes,1,2.129480016929171,no,0,unfurnished
Housing id -16163,5857976.379937267,4066.956634576787,3.9858235211507727,3.8635600821673113,2.1135987940198437,no,0,yes,1,yes,1,no,0,no,0,1.5664864317570943,no,0,furnished
Housing id -16164,6004762.607871785,7181.138304018143,5.272791255107821,3.4398781363386015,2.2631138851800126,no,0,no,0,yes,1,no,0,yes,1,1.9627002452040379,no,0,semi-furnished
Housing id -16165,11974811.593335068,6477.60256835198,5.097193779097846,1.4177156170332137,3.1861389175110792,no,0,no,0,no,0,yes,1,no,0,0.8533293119333182,no,0,furnished
Housing id -16166,6199886.460740677,9114.198820948928,1.0523720944233435,2.090889579323141,1.9835311338485655,no,0,yes,1,yes,1,yes,1,yes,1,0.4616715619875905,no,0,unfurnished
Housing id -16167,2572374.283354691,15127.917423351935,1.7928994646703642,1.1303230249964757,1.641896915655083,no,0,yes,1,yes,1,yes,1,yes,1,2.9732497350862346,yes,1,unfurnished
Housing id -16168,2862169.9273296716,15666.126457847251,2.879815529843451,1.3421118957851719,2.304135980010246,no,0,yes,1,no,0,no,0,no,0,1.3268136292737096,no,0,semi-furnished
Housing id -16169,4558782.840539547,15596.094392203344,4.937870098520958,1.253433344005451,3.4687961254310458,yes,1,no,0,yes,1,no,0,no,0,0.4505449306058369,yes,1,furnished
Housing id -16170,7338759.807606904,16137.741838470065,3.214577312623407,1.1383827270247526,3.610064029319549,no,0,yes,1,yes,1,no,0,yes,1,2.656895226116959,yes,1,furnished
Housing id -16171,5665005.780275784,11779.374958404978,1.2748051421180824,2.017414784513197,2.1774433369778823,yes,1,yes,1,yes,1,no,0,no,0,1.6057687637212683,no,0,unfurnished
Housing id -16172,2237970.362027685,1728.1396471751746,2.1626160057264956,1.309133997480767,2.3244980333949976,yes,1,yes,1,no,0,no,0,yes,1,0.7237860452553707,no,0,unfurnished
Housing id -16173,5734388.2544210935,5837.259935125465,4.550423042054986,1.7028052854824656,3.7234484691886633,no,0,no,0,yes,1,yes,1,yes,1,0.419482017345462,no,0,furnished
Housing id -16174,12136897.81270978,12702.015181514274,1.0995316203449237,3.6514733026723922,3.804423820277122,yes,1,no,0,no,0,no,0,yes,1,0.7027562672291838,yes,1,furnished
Housing id -16175,5003310.945159991,6364.1618802673565,3.0700098078271605,1.502195733514835,1.7559863153076487,no,0,no,0,no,0,yes,1,no,0,0.12158540990409383,no,0,furnished
Housing id -16176,6417185.66588901,3931.6466615476766,2.561564035899271,1.4309792092619262,1.1897355350029113,yes,1,no,0,yes,1,no,0,yes,1,2.9101110302213824,yes,1,unfurnished
Housing id -16177,8303141.256871348,7224.516390341426,4.592225059174734,3.876989280653699,2.3992279098347895,no,0,no,0,no,0,yes,1,no,0,0.07572322595828396,yes,1,unfurnished
Housing id -16178,12684619.6729811,5774.515019068194,3.6188518056929944,1.67413830113694,2.0141599673067825,yes,1,no,0,yes,1,yes,1,no,0,0.565864693307929,yes,1,unfurnished
Housing id -16179,7496968.198301091,14748.035191150151,2.181734933062737,2.4234168072266686,3.2526408812098597,no,0,no,0,yes,1,yes,1,yes,1,1.65833430320607,no,0,semi-furnished
Housing id -16180,8131082.24186443,5768.8602706741995,4.860593136105138,2.0783375495769083,1.5928101463222593,no,0,no,0,no,0,yes,1,no,0,0.061731737859427094,no,0,unfurnished
Housing id -16181,11849532.305826727,4855.146127070264,4.3808062318707295,1.1467775524674877,1.3331583845141455,yes,1,yes,1,yes,1,no,0,yes,1,0.8676437910476344,no,0,unfurnished
Housing id -16182,12050143.245305296,5137.765658244176,1.2860058376272008,2.6688367593394933,2.6710348134443245,no,0,no,0,no,0,no,0,no,0,2.730952553251667,no,0,unfurnished
Housing id -16183,10031637.426687647,9016.666189146654,2.225078940501771,3.5868026571395273,1.9960780454853078,yes,1,no,0,yes,1,yes,1,yes,1,1.366739179399457,yes,1,furnished
Housing id -16184,9587704.920382716,11202.156810835213,1.300903616195437,3.5771162315348355,2.7145710848152214,no,0,no,0,yes,1,no,0,no,0,0.8058425950240964,no,0,semi-furnished
Housing id -16185,7539212.554975991,3405.3731985049053,5.844118353896258,1.6941858852256306,3.6521827253386983,no,0,no,0,yes,1,no,0,no,0,2.3083761842202044,yes,1,furnished
Housing id -16186,2834337.5800089883,14766.514964747268,1.3299667950472007,1.1834419263418854,1.6621234507622935,yes,1,yes,1,no,0,no,0,yes,1,2.1398968109582825,yes,1,furnished
Housing id -16187,7312515.942141498,6509.787714579211,2.466108322531789,1.4658277819453573,1.4485684930867446,no,0,yes,1,yes,1,yes,1,yes,1,2.1204062432033233,no,0,unfurnished
Housing id -16188,6670638.147032749,6418.113670643966,1.3901756248120725,2.542337576326957,3.540815984448214,no,0,yes,1,yes,1,no,0,no,0,0.4251127546363376,no,0,unfurnished
Housing id -16189,7002706.660123914,5444.624959167206,3.7810322507285483,2.4891381668420003,2.329449420160592,yes,1,yes,1,yes,1,no,0,yes,1,2.2311933237373163,yes,1,unfurnished
Housing id -16190,10327676.328793202,7013.947901016938,2.058795294160994,3.4183933530111257,1.553568972590261,yes,1,yes,1,no,0,yes,1,yes,1,2.3233196782609227,yes,1,furnished
Housing id -16191,3794005.4308457132,15917.991803416346,5.731472413178011,1.3713860504036548,2.2219571705435657,yes,1,no,0,yes,1,yes,1,no,0,1.4546868680974994,no,0,furnished
Housing id -16192,11234505.092439318,4368.988392871057,3.23580280323938,3.6953708948423225,3.6751500721114967,yes,1,no,0,no,0,yes,1,no,0,1.7341025569617425,yes,1,unfurnished
Housing id -16193,2972135.267310773,13278.95204245536,5.519333795288066,1.874305711981627,2.9276214205830797,no,0,yes,1,no,0,yes,1,no,0,2.8283477523807234,yes,1,furnished
Housing id -16194,13100610.131735012,3788.5847165679256,3.373006837962039,3.9302347689891577,3.2261792697512797,yes,1,yes,1,no,0,no,0,no,0,2.3192332621667475,no,0,furnished
Housing id -16195,8231826.148355237,10825.530894702617,3.0055683007744074,1.6837675536350218,3.7573708378215134,no,0,yes,1,yes,1,yes,1,no,0,0.8261418963931201,no,0,unfurnished
Housing id -16196,10837843.647201382,2453.410095979677,3.809488293225729,1.8004137177422646,1.812376788915991,yes,1,yes,1,yes,1,no,0,yes,1,2.117021651868337,no,0,semi-furnished
Housing id -16197,5378534.32026876,16186.010292449726,4.376650776457939,1.0799355491661848,3.5546030272715017,yes,1,no,0,yes,1,yes,1,yes,1,1.5166273886770725,yes,1,semi-furnished
Housing id -16198,4434446.7578674415,7977.7287929285785,5.259380693628011,1.6825136069270714,2.2821114408069816,no,0,no,0,no,0,yes,1,yes,1,1.0662776013702475,yes,1,furnished
Housing id -16199,7757161.105366611,9062.665398164088,3.305653677054327,1.1217088377243454,3.6903373832988455,no,0,no,0,yes,1,yes,1,yes,1,1.5500650515490892,yes,1,unfurnished
Housing id -16200,6356039.870674541,2162.6361034631677,1.3515923612665994,1.6589030163858585,3.860746953644264,no,0,yes,1,yes,1,no,0,yes,1,1.9962851147613074,yes,1,furnished
Housing id -16201,10258636.379460571,11564.278723706138,4.7660179734668064,1.5856292122398719,3.763315748185522,yes,1,yes,1,no,0,no,0,no,0,2.6768631459211876,yes,1,furnished
Housing id -16202,3924024.265534946,5640.478148822651,1.6921921040478733,2.7915872215073856,1.2236873178801164,yes,1,yes,1,yes,1,no,0,yes,1,1.1976121698042177,no,0,unfurnished
Housing id -16203,2851947.8662665016,6965.949032265694,2.481703936728423,2.973725260221903,3.6192083416907654,yes,1,no,0,yes,1,yes,1,no,0,1.5760712641659635,yes,1,furnished
Housing id -16204,2130332.6432718015,7390.377605610494,4.7387442018359,3.1884002878765743,2.7892028724609474,yes,1,yes,1,no,0,yes,1,no,0,0.11840660065943798,no,0,unfurnished
Housing id -16205,5977956.5906680105,9284.722940267697,5.586164052957703,1.2819258546920003,1.173897391626986,no,0,yes,1,yes,1,yes,1,no,0,1.0179125070363861,no,0,semi-furnished
Housing id -16206,10972393.661263354,6281.240635924416,2.308730569758403,2.1917485234856064,1.8489876281636237,no,0,no,0,no,0,no,0,yes,1,2.7610006688846784,no,0,semi-furnished
Housing id -16207,5420768.284968942,9129.448751265176,2.1215584119370705,1.3567011340214827,1.0138729042509937,yes,1,yes,1,yes,1,no,0,no,0,2.4216883290068694,no,0,furnished
Housing id -16208,4399454.342905859,14722.661321153084,3.1254547192497446,1.8443945944032927,2.584701020532506,yes,1,no,0,yes,1,yes,1,no,0,1.112215835020054,no,0,furnished
Housing id -16209,8821712.116999775,3147.669240056499,4.4920704788975785,2.939574876691603,1.6587166019190442,no,0,no,0,yes,1,no,0,no,0,2.7768431870717643,yes,1,unfurnished
Housing id -16210,9187709.078666098,8535.778587552213,1.8704127099840175,1.1070843016565428,3.293236233166774,no,0,yes,1,yes,1,yes,1,yes,1,1.8857810789047569,yes,1,furnished
Housing id -16211,12566228.180359729,7276.00474421943,2.255171447396863,3.7437754291996708,1.8844619209499442,no,0,no,0,no,0,no,0,yes,1,2.543099187411331,no,0,semi-furnished
Housing id -16212,11616564.555739168,11742.061472549203,2.7808071713016,2.567659364290555,1.86972461070836,yes,1,yes,1,yes,1,no,0,no,0,1.9695983072994716,no,0,unfurnished
Housing id -16213,4585666.836152972,12728.521541792055,1.135560559256453,3.2533054730182265,3.487687489833083,yes,1,no,0,no,0,yes,1,no,0,2.162234584872111,no,0,semi-furnished
Housing id -16214,2666221.558600967,7140.851592120352,3.902323831023763,3.481752981734147,2.601417345595156,yes,1,no,0,yes,1,no,0,yes,1,2.534896093049697,no,0,unfurnished
Housing id -16215,7236315.143770031,7676.279092880884,4.025540756389603,3.303182920211891,2.2528798993471346,yes,1,no,0,no,0,yes,1,yes,1,2.7328400010350644,yes,1,semi-furnished
Housing id -16216,2207025.916921445,6601.41318690534,3.1026670247721864,2.404781369507777,3.9315992714567427,no,0,yes,1,yes,1,no,0,yes,1,2.1142356982471595,yes,1,semi-furnished
Housing id -16217,7331084.699515567,13697.730541046534,1.9192983859310533,3.928375082676986,1.1428290991474133,no,0,yes,1,yes,1,yes,1,yes,1,1.1691188065596512,no,0,furnished
Housing id -16218,10098961.597067347,4513.164928770744,3.720492290752384,3.2444533459415457,1.2477062740388636,yes,1,no,0,no,0,no,0,no,0,2.7027478471598756,no,0,furnished
Housing id -16219,3684056.271439261,12150.575808531867,3.8202619698932496,1.928458049197462,1.49210594498084,no,0,yes,1,yes,1,no,0,yes,1,1.59494450128154,yes,1,furnished
Housing id -16220,6653127.686329479,7184.365149140555,3.859675746511401,3.0184395258808276,1.7687633868286188,no,0,yes,1,no,0,no,0,no,0,0.25549972521633335,yes,1,semi-furnished
Housing id -16221,4775074.315564577,6569.186865091626,1.4126512140105683,1.3688554073243684,2.6938275053014746,yes,1,yes,1,no,0,yes,1,no,0,1.2452508973139895,yes,1,semi-furnished
Housing id -16222,7388871.244827135,11247.160531119918,4.104542030601367,1.4604507197295822,3.073843072862946,no,0,no,0,no,0,no,0,yes,1,2.695136082793086,yes,1,unfurnished
Housing id -16223,2066966.1776019745,15020.003821744882,2.739348803303094,3.8402926433246938,2.999448942180032,no,0,yes,1,no,0,yes,1,no,0,1.1765610422024944,no,0,furnished
Housing id -16224,7898682.485650341,7433.347101305998,3.56357559926202,2.484961436281296,3.807886693647302,no,0,no,0,no,0,yes,1,no,0,0.06297383981573623,no,0,furnished
Housing id -16225,13160038.053520821,8858.07593990078,5.300587335668383,3.7593976202970953,2.698188372310902,no,0,yes,1,no,0,yes,1,no,0,0.996818308548524,yes,1,furnished
Housing id -16226,8885261.86285729,4848.679453179628,3.8484717068965573,1.566786642793526,3.1219145213245154,no,0,no,0,no,0,no,0,yes,1,0.9915755745849435,yes,1,semi-furnished
Housing id -16227,8615569.315552153,11240.0081792415,1.6632572923591291,3.2322013635918294,3.2174697437666175,no,0,yes,1,yes,1,no,0,no,0,1.2959467001893448,yes,1,unfurnished
Housing id -16228,13166764.853586309,16108.318094283622,1.4864653006915154,2.3093226929887845,1.0452549439299625,yes,1,yes,1,no,0,yes,1,yes,1,1.6441929713970609,yes,1,semi-furnished
Housing id -16229,1845180.3419934325,3884.582846483326,3.819873941150343,2.3075987800260127,2.6543684891581205,yes,1,no,0,no,0,no,0,no,0,1.3392209738300327,no,0,semi-furnished
Housing id -16230,4054994.3825944555,4169.081964886149,5.388137310634651,1.2254495225435926,1.2830462102781146,no,0,no,0,no,0,yes,1,no,0,2.485556544811061,yes,1,unfurnished
Housing id -16231,13085828.232713137,7935.201079300023,2.0933459114227055,3.6203454495543568,1.0779290733137534,no,0,yes,1,yes,1,no,0,no,0,1.7554660795022312,no,0,furnished
Housing id -16232,3408473.760967266,4173.063598259683,4.527649926605827,3.6594961387067793,3.1117483254991227,yes,1,yes,1,yes,1,yes,1,no,0,0.0039507075432159144,yes,1,furnished
Housing id -16233,8362398.168251259,4517.6595236230605,3.5404314795452017,1.591280087180031,3.644736009854956,no,0,yes,1,no,0,no,0,no,0,2.9535846742241976,yes,1,unfurnished
Housing id -16234,10289526.960210573,1681.2762344750745,4.131192166785516,3.021471757467548,3.755395882070864,no,0,no,0,yes,1,no,0,no,0,0.010439945675413953,yes,1,furnished
Housing id -16235,11643528.064375566,11082.551188326119,5.437588419486313,3.407255495075857,3.144849171677607,no,0,no,0,no,0,yes,1,no,0,1.6772549312286653,yes,1,semi-furnished
Housing id -16236,6655603.386896579,8165.990542859565,1.3271630186918513,3.8659483574394815,1.4310026560816027,yes,1,yes,1,yes,1,yes,1,no,0,1.8682454775574973,yes,1,semi-furnished
Housing id -16237,8917226.349728022,14253.879983927005,2.9672375366229677,1.6760337770904985,3.221799361244469,yes,1,yes,1,yes,1,no,0,no,0,0.7786147170547607,no,0,unfurnished
Housing id -16238,12696224.011563359,15727.087802078097,1.7731635940455983,1.8496688355521413,3.964249205661067,yes,1,yes,1,no,0,yes,1,no,0,0.7850243446139505,no,0,semi-furnished
Housing id -16239,2196759.392961487,13611.405334824101,5.251734640489344,1.2707449432385398,1.1188285115738146,yes,1,no,0,yes,1,no,0,yes,1,0.9367692204140341,yes,1,semi-furnished
Housing id -16240,10930308.340172233,7170.388278364118,1.0067713380718137,3.227626766979501,1.574294186802168,yes,1,yes,1,yes,1,no,0,yes,1,1.7244397939750977,no,0,furnished
Housing id -16241,9686639.612588383,2881.6184253988795,4.386014044762399,2.107758245164516,2.578741620739229,no,0,no,0,no,0,no,0,no,0,1.6008110144333894,no,0,unfurnished
Housing id -16242,6234103.7857890725,8197.179332960794,4.239147680284094,2.9788060106472973,2.5112293569274655,yes,1,no,0,no,0,no,0,no,0,1.6143100317527246,no,0,unfurnished
Housing id -16243,7312626.534796566,2874.884116795155,1.0694712878988935,2.426903786574286,3.4147751171200524,yes,1,no,0,no,0,yes,1,no,0,1.089234622946055,yes,1,unfurnished
Housing id -16244,6350891.510661327,7058.430760116417,4.777732346737618,1.3358540891561657,2.2796779289710316,no,0,no,0,no,0,no,0,yes,1,2.7561317806397216,yes,1,semi-furnished
Housing id -16245,9718714.908159811,11758.804020457561,1.8403701883488846,1.8420121801568454,3.723517902070396,yes,1,no,0,no,0,no,0,yes,1,0.9718068542488018,yes,1,unfurnished
Housing id -16246,9089071.736034721,8182.796823552173,2.5314207035883234,3.687271232532213,1.6939994389844035,yes,1,yes,1,yes,1,no,0,yes,1,1.175844430996088,yes,1,semi-furnished
Housing id -16247,6234338.209780346,2480.876142372562,3.927521553406037,2.742693436529863,1.9402004582979049,no,0,no,0,yes,1,no,0,no,0,2.2848863488190645,yes,1,semi-furnished
Housing id -16248,4746672.529232425,6137.676078925762,4.734824228185079,3.750320367917748,1.9974517556753422,no,0,no,0,no,0,yes,1,yes,1,1.6044081135307031,yes,1,semi-furnished
Housing id -16249,12759584.068381345,14468.151158964447,1.9869404379327429,3.9988058394599255,2.0313557199887518,yes,1,no,0,yes,1,no,0,yes,1,2.4467174097558324,no,0,unfurnished
Housing id -16250,7047160.907173982,12599.487991889371,5.944746248428215,3.4359438778766442,2.035536739857289,no,0,no,0,no,0,no,0,no,0,1.2403816840881157,yes,1,furnished
Housing id -16251,6291038.743334617,15598.973032663098,1.0832747366715758,1.4500477377199976,1.6064399289126077,yes,1,no,0,yes,1,no,0,yes,1,2.5230523756694065,no,0,furnished
Housing id -16252,9374978.357182018,3556.2401982624556,5.85213723885846,1.6017093866906902,3.216498769844416,no,0,yes,1,no,0,no,0,yes,1,2.6921341447763805,no,0,unfurnished
Housing id -16253,10003125.229502684,2379.543251796839,1.772706400820914,1.2593670579887686,2.1324702612250497,yes,1,no,0,no,0,no,0,no,0,0.23032661202839522,yes,1,unfurnished
Housing id -16254,12674856.993793225,11950.332372637286,2.773110428776775,3.600481822289566,3.16357279743222,no,0,yes,1,yes,1,no,0,no,0,0.6043322492413108,yes,1,semi-furnished
Housing id -16255,7050036.165083646,2572.9107030864593,3.567286934143682,1.1697591709632533,1.3673532088859222,yes,1,no,0,no,0,yes,1,yes,1,2.1100020223287235,no,0,semi-furnished
Housing id -16256,4931144.275008887,8380.714400697128,5.955718095339877,3.5103285249983815,3.9573923733198955,yes,1,no,0,no,0,yes,1,no,0,2.0516351253365737,no,0,semi-furnished
Housing id -16257,2496045.9338236838,11585.572372238623,4.727874237282929,1.5175268861820328,3.580525824211186,no,0,yes,1,no,0,no,0,yes,1,1.0208351224791379,yes,1,semi-furnished
Housing id -16258,8661894.832823616,8078.351808942695,2.072805618665686,1.3324117804907056,2.346771190987946,no,0,yes,1,no,0,yes,1,yes,1,2.274845963730913,yes,1,unfurnished
Housing id -16259,3913364.9723979817,11270.25702076935,1.3327745254241599,1.6416028318461355,2.4527953718075124,yes,1,yes,1,no,0,no,0,no,0,2.8420935180339937,no,0,unfurnished
Housing id -16260,6831013.694550979,15782.634467660839,4.901314687728569,3.833412926587828,3.411621288256567,yes,1,no,0,yes,1,yes,1,no,0,0.0923399784005785,yes,1,semi-furnished
Housing id -16261,4822787.654988695,6376.189862969799,5.5620528058978875,2.640102060072587,2.7615849867639373,no,0,yes,1,yes,1,yes,1,yes,1,1.273665346960649,yes,1,furnished
Housing id -16262,7573371.924822345,4381.651872579481,1.2744264181848983,1.9196730245225013,2.0429577077299372,yes,1,no,0,no,0,yes,1,yes,1,1.1070718017907235,yes,1,unfurnished
Housing id -16263,4235311.504182342,7471.246837530451,4.981518424630532,2.793132452290936,1.063203735954258,yes,1,yes,1,no,0,no,0,no,0,1.731625893762717,no,0,semi-furnished
Housing id -16264,11475172.550886799,8345.621675940321,5.434543513287422,1.3343539688878776,1.993810532971497,yes,1,yes,1,yes,1,yes,1,yes,1,1.1978425902696357,no,0,furnished
Housing id -16265,10429613.621741073,9946.5335386188,1.8035441987326046,2.811633400544437,2.937976011435921,yes,1,yes,1,no,0,no,0,no,0,0.5970467330573088,no,0,furnished
Housing id -16266,11462072.75647477,14866.578219199968,3.445928799655595,1.2695711176368365,1.9415896520565936,yes,1,yes,1,no,0,yes,1,no,0,1.1803198566678104,yes,1,furnished
Housing id -16267,10707137.801507808,12375.683969593721,4.157415802798834,1.2771715205579346,1.5253310474702648,no,0,yes,1,no,0,yes,1,no,0,1.2278800594527364,no,0,semi-furnished
Housing id -16268,10036325.895961635,11380.122659627392,3.356757926522829,3.7169684109717585,2.251061213745514,no,0,no,0,yes,1,no,0,no,0,1.7729184250993535,yes,1,furnished
Housing id -16269,5646635.851158031,3940.6936545351323,4.0518657918449605,3.5162727583495195,3.4575483164074945,no,0,yes,1,no,0,no,0,yes,1,0.5671044673718563,yes,1,unfurnished
Housing id -16270,3360863.764399229,14899.064870356218,2.001601448615588,2.823749066396938,1.0740785285657573,no,0,no,0,no,0,yes,1,no,0,0.42648117525399065,no,0,semi-furnished
Housing id -16271,8902320.305165019,10340.870770554682,1.248272710091415,1.3869283282933726,1.3165258524314907,yes,1,no,0,yes,1,yes,1,no,0,1.971728001902051,yes,1,semi-furnished
Housing id -16272,6524370.274128495,3366.311403538437,2.629182724625257,3.063171528946169,2.8311508534938845,no,0,no,0,no,0,yes,1,no,0,2.703389442675997,no,0,unfurnished
Housing id -16273,7746002.3669665335,8592.780961219996,4.423912183241676,1.811220158141887,1.0376821937863645,no,0,no,0,no,0,no,0,yes,1,2.3841013982454404,no,0,furnished
Housing id -16274,5559917.8724603355,3521.909811474273,3.2931606785574727,3.7849040193925427,1.8371578590187592,yes,1,yes,1,yes,1,yes,1,no,0,2.227699346315408,yes,1,semi-furnished
Housing id -16275,8949893.191214427,5603.497048909372,5.447619288629506,1.6588012742764393,2.458141510920183,no,0,no,0,yes,1,yes,1,no,0,2.282620391465241,no,0,unfurnished
Housing id -16276,9396293.015558736,3170.501919409171,2.294876008385507,1.397610527825179,3.1545028351075803,no,0,no,0,no,0,yes,1,yes,1,0.30217522003154484,no,0,furnished
Housing id -16277,10573212.728099225,10374.047881362967,1.8122184633804768,3.0256164495961544,2.597156332613429,yes,1,yes,1,no,0,no,0,no,0,2.363370462955551,no,0,unfurnished
Housing id -16278,6185126.410074104,15503.237956582334,5.361938904182066,3.423810244266897,2.343856086068293,no,0,no,0,yes,1,yes,1,no,0,2.9477183785187067,no,0,furnished
Housing id -16279,4802670.303074883,14963.201695763384,5.873962473873045,2.324286824921294,3.9260113420195326,yes,1,yes,1,yes,1,no,0,no,0,2.953605700786794,yes,1,unfurnished
Housing id -16280,12605656.947091965,6671.574321104297,3.0852968090915995,3.861059220098806,1.9624414396973533,no,0,yes,1,no,0,yes,1,yes,1,0.46245345101320856,yes,1,semi-furnished
Housing id -16281,3535938.3960858043,10283.224526647835,4.143940270718778,3.473531181407566,2.5411696612854446,yes,1,no,0,yes,1,yes,1,yes,1,1.6367921932103455,yes,1,semi-furnished
Housing id -16282,11374363.074708013,6989.898665664642,4.050826779795348,2.481162431153185,3.3530930700502184,yes,1,no,0,yes,1,no,0,yes,1,0.14976648106856338,yes,1,unfurnished
Housing id -16283,10741662.81802855,4590.48941270987,3.3981333394792492,3.966021875665661,2.629089053428164,no,0,yes,1,yes,1,no,0,no,0,0.697919628443822,no,0,semi-furnished
Housing id -16284,7049803.206101562,10647.77042715687,4.65565489522892,2.1201833326650665,3.0402379475524257,no,0,no,0,no,0,no,0,no,0,2.5826702554551626,no,0,semi-furnished
Housing id -16285,5906996.904398621,7842.6259184233495,2.474143596704187,1.9684651961572295,2.318483194976041,yes,1,yes,1,yes,1,yes,1,no,0,2.4285257988947437,no,0,unfurnished
Housing id -16286,5053912.928304452,8878.563516789298,5.192095836546844,1.964605879382158,1.2434998356926,yes,1,yes,1,no,0,no,0,no,0,0.5558607043479711,yes,1,unfurnished
Housing id -16287,11319563.11391626,9440.752016135182,3.326642330858047,3.4610376797377156,1.7438938916661497,yes,1,no,0,yes,1,no,0,no,0,2.1931701958434444,yes,1,semi-furnished
Housing id -16288,3034619.594941763,16084.26415108107,5.160250830603288,3.7661068157370963,1.5926409701068491,no,0,no,0,yes,1,yes,1,no,0,1.6863368751229295,no,0,furnished
Housing id -16289,5066078.194629278,4252.873630774909,4.27542287916272,2.166770886054107,2.926749928322895,yes,1,no,0,yes,1,yes,1,no,0,0.47991641877881897,yes,1,unfurnished
